UUID,Title,Memory Mapper Title (keywords to identify the project) (should include the research content,Project Location - In London,Date,Link,Identification- DOI/URL/ISBN/Reference no.,Authors,London Authors,Other Author (National+International),Department,Abstract,Partners,Partnership Location - In London,Partnership,Policy Sources////Citations ( from Overton),Policy source subcategory,Partnership 1,Partnership 2,Partnership 3,Partnership 4,Filter 2 (Themes),Funder 1,Funder 2,Funder 3,Source,Output type
ddfd772ad8e203b4f4dbead1008e2d28,"Bottom-up Environmental Justice in the UK: a fairer, greener London",Bottom-up Environmental Justice in the UK,London,2007,https://discovery.ucl.ac.uk/id/eprint/16246/,https://discovery.ucl.ac.uk/id/eprint/16246/,"Haklay M, Kimmel-Guy A, Theakston S, Moore G",,,"Bartlett School of Environment, Energy and Resources",,,,,,,,,,,,,,,RPS,Conference paper (text)
de029a7925cb239646a0d079a34ecb9d,GIS and Cyberspace: Virtual London and the E-Society. Envisioning Cyber-Geospace and Spatially Enabled E-Government,GIS and Cyberspace,London,2003,https://www.researchgate.net/publication/267636927_GIS_and_Cyberspace_Virtual_London_and_the_E-Society_Envisioning_Cyber-Geospace_and_Spatially_Enabled_E-Government,https://www.researchgate.net/publication/267636927_GIS_and_Cyberspace_Virtual_London_and_the_E-Society_Envisioning_Cyber-Geospace_and_Spatially_Enabled_E-Government,"Longley PA, Batty M, de Smith M, Evans S, Farr M, Hudson-Smith A, Li C, Slingsby A, Webber R",,,Bartlett Centre for Advanced Spatial Analysis,,,,,,,,,,,,,,,RPS,Conference paper (text)
d468c2a8a813ded92e2d32971ce4c45b,3D GIS - 3D London - Virtual London,3D GIS - 3D London - Virtual London,London,2000,https://www.researchgate.net/publication/267636856_3D_GIS-3D_London-Virtual_London,https://www.researchgate.net/publication/267636856_3D_GIS-3D_London-Virtual_London,"Batty M, Chapman D, Evans S, Haklay M, Kueppers S, Shiode N, Hudson-Smith A, Torrens PM",,,Bartlett Centre for Advanced Spatial Analysis,,,,,,,,,,,,,,,RPS,Conference paper (text)
84e893bad9d0a772219bbcbcf789c4a6,Is urban diversity synonymous with urban sustainability? What do people “suggest” for Clerkenwell in London,Is urban diversity synonymous with urban sustainability?,"Clerkenwell (51.52604, -0.103475)",2006,https://discovery.ucl.ac.uk/id/eprint/87834/1/Perdikogianni&Penn.pdf,https://discovery.ucl.ac.uk/id/eprint/87834/1/Perdikogianni&Penn.pdf,"Perdikogianni I, Penn A",,,Bartlett School of Architecture,"This paper draws on current research being undertaken under the VivaCity 2020 Consortium (EPSRC Sustainable Urban Environment (SUE) programme) and describes a “well-working” diverse area in London; Clerkenwell. It further builds up empirical evidence of the relationship between land use diversity and urban sustainability. It is often argued that a diverse urban environment can be seen as a positive component for sustainable urban communities. However, it is possible to find diverse areas, which fail to “work”. By identifying the absence of a robust definition of diversity, the paper describes Clerkenwell’s large-scale spatial and functional patterning in detail and identifies that it comprises a system of different centres of activity developed around locally strategic streets. Its occupational patterns emerged by observation-based land use, pedestrian and traffic flow surveys correlated with configurational measures that describe its structure. This paper suggests that cities should be understood as a dynamic product of a long historical process, based on the cause-effect relation between “physical city” (means) – “functional city” (ends). Then, urban sustainability although it refers to the ends, is always bound to means-ends binary relation",,,,,,,,,,,,,,RPS,Conference paper (text)
a9d7c3ef2a3c64e0b4aaa67e78ba0099,Learning from London. Clerkenwell: a diverse city central neighbourhood in a vibrant city,Clerkenwell: a diverse city central neighbourhood in a vibrant city,"Clerkenwell (51.52604, -0.103475)",2006,https://www.academia.edu/46860127/Learning_from_London_Clerkenwelll_a_diverse_city_central_neighbourhood_in_a_vibrant_city,https://www.academia.edu/46860127/Learning_from_London_Clerkenwelll_a_diverse_city_central_neighbourhood_in_a_vibrant_city,"Perdikogianni I, Penn A",,,Bartlett School of Architecture,"This paper investigates the mechanisms that contribute to the heterogeneous nature of Clerkenwell in the north fringe of central London and lead to it being a “well-working” diverse area. It is based on findings of research being undertaken by the research project VivaCity 2020, funded by EPSRC (Sustainable Urban Environment Programme). In literature, diversity especially land use diversity has a positive relationship with what is considered a “well-working” urban area. However lived experience suggests that there are no precise description of a “successful” urban environment but it is one of those phenomena that “you know when you see it”. The paper deals with the notion of differentiation and choice that diversity implies, and the concepts of legibility and intelligibility, introduced by Lynch and Hillier respectively, to retrieve identities and structures from the physical environment that surrounds us. Through an analysis of correlation of spatial and occupational patterns, based on space syntax methodology, Clerkenwell is found to be a fragmented but structured system of different centers of activity developed around locally strategic streets. This paper argues that one part of its success lies in exactly the maintenance of a relatively complex and difficult to understand whole composed of relatively easy to understand parts. This may account for the longevity and diversity of local economy and urban fabric. Perhaps this can become a model for urban planners and decisions makers in seeking to reproduce the vibrancy of the 19th century European city.",,,,,,,,,,,,,,RPS,Conference paper (text)
c351729ae8dcd10559b0b3be776690c5,Visualising London's Suburbs,Visualising London's Suburbs,London,2008,https://discovery.ucl.ac.uk/id/eprint/5184/,https://discovery.ucl.ac.uk/id/eprint/5184/,"Jones CE, Haklay M, Griffiths S, Vaughan L",,,Bartlett School of Architecture,,,,,,,,,,,,,,,RPS,Conference paper (text)
b58ffd230b380a747923996f90b9ddeb,The metropolitan rhythm of  street life: a socio-spatial analysis of  synagogues and churches in nineteenth century Whitechapel,The metropolitan rhythm of  street life,"Whitechapel (51.516389, -0.069167)",2017,https://discovery.ucl.ac.uk/id/eprint/1519784/,https://discovery.ucl.ac.uk/id/eprint/1519784/,"Laura Vaughan, Kerstin Sailer",,,Bartlett School of Architecture,"The German sociologist Georg Simmel wrote in 1903 how the city functions as an alienating environment that is strikingly different from the village or the town: in the city the individual has to adjust to the “metropolitan rhythm of events.” Simmel’s proposition that the nature of the urban setting means that every street crossing creates an intensified tempo “of economic, occupational and social life” is examined here to see the way in which East London functioned – as it has done so now over several centuries – to provide a specifically urban setting for incoming religious minorities to settle and form a community. This chapter focuses on Whitechapel in the year 1899, around a decade later than Charles Booth’s first poverty survey and in the year in which the update to his great map of poverty was drawn up.",,,,,,,,,,,,,,RPS,Conference paper (text)
780adb1509d93075bf9e7c50bec5d332,The simulation of the post-flood drying of dwellings in London,The simulation of the post-flood drying of dwellings,Central London,2010,http://www.civil.mrt.ac.lk/web/conference/ICSBE_2010/vol_01/9.pdf,http://www.civil.mrt.ac.lk/web/conference/ICSBE_2010/vol_01/9.pdf,"Taylor J, Davies M, Lai K-M",,,"Bartlett School of Environment, Energy and Resources","Climate projections indicate that the UK will experience more frequent extreme precipitation events and a rise in sea levels, with the greatest relative sea level rise occurring in the South-East of England. As a result, flooding is expected to occur more frequently in London. Flood simulation modelling has previously been done to predict the impact on the built environment for a variety of scenarios for London. However, such models have not taken into account the detailed hygric behaviour of the building stock under flooding and drying conditions which can vary significantly between property types, and can lead to prolonged damp and health problems. To address this problem, a building stock model of central London has been developed in a Geographic Information System (GIS), with information on the age, structure, and height of each dwelling and assumptions about built form based on historical building standards and surveys. This paper describes a novel methodology for the development of a building stock model with the necessary information to carry out hygrothermal simulations of the penetration of water into the building envelopes of flooded homes and the subsequent drying under different environmental scenarios. It discusses how the risk of damp in flooded homes can be modelled using hygrothermal methods and supplemented with mould models. By combining the multidisciplinary components of GIS, building simulation, and microbiological modelling, a holistic picture of the potential health implications of flooding at a population level across different temporal and spatial scales can be developed.",,,,,,,,,,,,,,RPS,Conference paper (text)
a22f8b4355fa9b7316c3378dc31d5e82,A GIS-based bottom-up space heating demand model of the London domestic stock,A GIS-based bottom-up space heating demand model,London,2009,https://www.aivc.org/resource/gis-based-bottom-space-heating-demand-model-london-domestic-stock,https://www.aivc.org/resource/gis-based-bottom-space-heating-demand-model-london-domestic-stock,"Mavrogianni A, Davies M, Kolokotroni M, Hamilton IG",,,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],This paper demonstrates a systematic approach towards exploring the impact of urban built form and the heat island effect on the levels of domestic energy consumption in London. The study combines GIS databases and a modified version of the Standard Assessment Procedure (SAP) algorithm in order to estimate the space heating demand of urban domestic energy users. The output data is aggregated to the Middle Layer Super Output Area (MLSOA) level. External air temperatures in various locations across London were predicted as part of the London Site Specific Air Temperature (LSSAT) model development. This data was used as input to the energy use calculation model. Comparison of the model output for 95 case study areas with top-down energy statistics at MLSOA level demonstrated that the model ranks areas based on their domestic energy demand with relative success.,,,,,,,,,,,,,,RPS,Conference paper (text)
786692e4c32e9b90553333bc5501d3ba,Indoor Air Quality and Thermal Comfort Conditions in 3 Primary Victorian Schools in Central London,IAQ and Thermal Comfort Conditions in Victorian Schools,Central London,2012,https://www.researchgate.net/publication/289173414_Indoor_air_quality_and_thermal_comfort_conditions_in_3_primary_victorian_schools_in_central_london,https://www.researchgate.net/publication/289173414_Indoor_air_quality_and_thermal_comfort_conditions_in_3_primary_victorian_schools_in_central_london,"Chatzidiakou L, Mumovic D, Summerfield A",,,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"Rising respiratory disease among pupils has led to an increasing interest in the indoor environment of school buildings. In total, 9 classrooms and 3 external sites were monitored in 3 Victorian schools in central London. Indoor and outdoor relative humidity, temperature, CO2, NO2, O3, and PM were monitored for a typical week during the winter season of 2011. Average concentrations of PM10 and PM2.5 and NO2 during occupied period were found to exceed the WHO, 2005 recommended guidelines. Higher I/O ratios were recorded in classrooms oriented towards the windward side of the buildings.",,,,,,,,,,,,,,RPS,Conference paper (text)
ac5ec2a614f7da75fe5ecdf0b270eab5,Measuring the Influence of Spatial Configuration on the Housing Market in Metropolitan London,Measuring the Influence of Spatial Configuration on the Housing Market,London,2013,http://sss9sejong.or.kr/paperpdf/ussecp/SSS9_2013_REF121_P.pdf,http://sss9sejong.or.kr/paperpdf/ussecp/SSS9_2013_REF121_P.pdf,"Law S, Karimi K, Penn A, Chiaradia A",,,Bartlett School of Architecture,"In real estate economics, there is a lack of research in studying the relationship between the built
form and economic value. Partly this is stemmed from the lack of a methodology in studying built
form objectively but also in much of regional science and spatial economics discourse, a lack of
consideration in the influence of urban morphological properties. In “pricing accessibility”, Webster
(2009) argues the need to value the built form morphology. One perspective in understanding the
built environment morphology is through its spatial configuration. (Hillier and Hanson 1984) He
argues this understanding can potentially lead to more efficient allocation of resources. This research
thus makes use of the hedonic approach, an established methodology in environmental economics, in
estimating the influence of spatial configuration on observed housing sold price. (Rosen 1974) The
results from this study suggest that spatial configuration measure of accessibility such as space
syntax integration and space syntax choice are significant variables influencing transaction house
price both positively and negatively in London between 1995 - 2011. In comparison to both distance
to CBD measures and gravitational potential measures, the result also suggests space syntax
integration is an appropriate variable in hedonic models to capture accessibility effects",,,,,,,,,,,,,,RPS,Conference paper (text)
fe68e7e2ebdcedaba6951b521069f099,Understanding the health impact of future energy efficiency and low-emissions in London,The health impact of future energy efficiency and low-emissions,London,2014,https://researchonline.lshtm.ac.uk/id/eprint/2121342/,https://researchonline.lshtm.ac.uk/id/eprint/2121342/,"Hamilton IG, Milner J, Das P, Chalabi Z, Shrubsole C, Wilkinson P, Davies M","Milner J, London School of Hygiene and Tropical Medicine, 51.5209, -0.1307",,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],,,,,,,,,,,,,,,RPS,Conference paper (text)
31615a5b219dfe9b35aada09804458fa,Identifying risk profiles in the London’s public transport system,Risk profiles in public transport system,London,2015,https://web.mit.edu/cron/lockers/cupum2015/proceedings/Content/analytics/288_murcio_h.pdf,https://web.mit.edu/cron/lockers/cupum2015/proceedings/Content/analytics/288_murcio_h.pdf,"Murcio R, Zhong C, Manley E",,,Bartlett Centre for Advanced Spatial Analysis,Public transport networks are a key element in the survival of modern cit-,,,,,,,,,,,,,,RPS,Conference paper (text)
5695569b620597d27be3ee3a8fa7417e,"Mapping estimated heat-related mortality in London due to population age, urban heat island, and dwelling characteristics",Mapping estimated heat-related mortality in London,London,2015,https://ehp.niehs.nih.gov/doi/abs/10.1289/isee.2015.2015-1891,https://ehp.niehs.nih.gov/doi/abs/10.1289/isee.2015.2015-1891,"Taylor J, Wilkinson P, Davies M, Armstrong B, Chalabi Z, Mavrogianni A, Symonds P, Picetti R, Oikonomou E","Wilkinson P, Armstrong B, Picetti R, London School of Hygiene and Tropical Medicine, 51.5209, -0.1307",,"Bartlett School of Environment, Energy and Resources","Introduction Mortality during hot weather is predicted to become more significant in the UK due to changes in the climate. We investigated the spatial variation in heat-related mortality risks across London due to population age, urban heat island (UHI) and building characteristics. Methods Dynamic building physics models were run for 126 different age and built form variants of buildings statistically representative of the London housing stock, outputting average maximum daily internal temperatures for a hot summer period in 2006. Internal and modelled UHI temperature estimates for the same period in London were mapped to individual dwellings in Geographic Information System (GIS) software, and deviations of building-specific indoor and outdoor temperatures from the London-average were calculated and summarised at ward level. Office of National Statistics age-specific absolute mortality data and the above-calculated UHI and indoor temperature anomalies were then used to estimate spatial variation in mortality according to an age-specific relative risk function for heat in London. Results There was appreciable variation in indoor temperatures under the modelled climate, with a mean maximum range of 2.5°C. Modelled results indicate that the largest mortality risks may lie in outer London, as the elderly population is larger there than in Central London. Top-floor flats in multiple occupancy buildings and bungalows were found to be the most at-risk dwelling types. Limitations in building stock information and occupancy scenario assumptions mean that some buildings may be worse than modelled. Conclusions These results indicate that UHI and indoor temperatures may cause an appreciable spatial variation in the risks from heat-related mortality, but that the driving factor remains population age. Further work is required to explore the risks for individuals living in extreme heat-poor housing conditions or for those unable to take action to cool the indoor environment.",,,,,,,,,,,,,,RPS,Conference paper (text)
7e3f6ca49ac2496d99b89811b967d941,Integrating a GIS Based Land-Use Transport Model and Climate Change Impact Assessment Analysis for Sustainable Urban Development of London to 2100,Sustainable Urban Development of London to 2100,London,2010,https://www.researchgate.net/publication/250928783_INTEGRATING_A_GIS_BASED_LAND-USE_TRANSPORT_MODEL_AND_CLIMATE_CHANGE_IMPACT_ASSESSMENT_ANALYSIS_FOR_SUSTAINABLE_URBAN_DEVELOPMENT_OF_LONDON_TO_2100,https://www.researchgate.net/publication/250928783_INTEGRATING_A_GIS_BASED_LAND-USE_TRANSPORT_MODEL_AND_CLIMATE_CHANGE_IMPACT_ASSESSMENT_ANALYSIS_FOR_SUSTAINABLE_URBAN_DEVELOPMENT_OF_LONDON_TO_2100,"Ford A, Barr S, Dawson R, Batty M, Hall J",,"Ford A, Barr S, Dawson R, Hall J, Newcastle University, 54.978, -1.615",Bartlett Centre for Advanced Spatial Analysis,,,,,,,,,,,,,,,RPS,Conference paper (text)
05effda7751ed8c0c53d02efd3363afe,London's Housing Crisis,London's Housing Crisis,London,2017,https://discovery.ucl.ac.uk/id/eprint/1570446/,https://discovery.ucl.ac.uk/id/eprint/1570446/,"Dianati K, Zimmermann NZ, Davies MD",,,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"One does not need to be an expert in housing to be concerned about the severity of the current
 housing crisis in London. An overwhelming majority of the city’s population face the
 predicament of deteriorating housing affordability. Median house prices are now more than ten
 times median incomes, additions to the stock are insufficient, and prices are volatile.
 In the search for remedies, well-intended solutions emerging from fragmented analyses of the
 problem inevitably lead to unintended consequences. The incapacity of the human mind to
 correctly infer the behaviour of complex systems presents a case for System Dynamics.
 This paper, the result of the first year of a PhD, describes the underlying socio-economic
 structure responsible for the Housing crisis in London. We have built a causal loop diagram of
 London’s housing situation which demonstrates how the interlocking of numerous reinforcing
 feedback loops have contributed to the house price inflation, and how the potential for a future
 crash is essentially built into the system. We contend that this type of conceptualisation can
 help prevent the typical ‘blame game’ going on in various circles, and focus resources on
 overhauling the broken system via designing and implementing a concerted package of
 transformative policies.",,,,,,,,,,,,,,RPS,Conference paper (text)
7e84a4efb0e6dac9b6f7ed733b29a431,"""The role of technology as an enabler for agile workplace strategy: A case study of implementing agile working in the headquarters of a construction company in Central London""",The role of technology as an enabler for agile workplace strategy,"Becket House (51.4999401, -0.1162048)",2019,https://discovery.ucl.ac.uk/id/eprint/10072734/,https://discovery.ucl.ac.uk/id/eprint/10072734/,"Alnaggar A, Pitt M",,,Bartlett School of Sustainable Construction,"The ever-increasing global competition in today’s business world has made it critical for organisations to rethink their business practices and value proposition to maintain their competitive advantage. Organisations look for agile strategies to strike an adequate balance between employee satisfaction, wellbeing and productivity in one side and the efficiency and effectiveness of utilising the space on the other side. The fast pace of technology development is considered an enabler for agile working. However, there are very few studies done on analysing the interconnected relationship between the social and technical/technological aspects of agile working.
This case study was undertaken on three floors of the headquarter building of a construction and property development company in Central London. The study involved introducing agile working concept in the workplace, including adding social spaces, flexible open plan workstations monitored by Internet of things (IoT) technology i.e. occupancy sensors, implementing a new system of monitoring and managing meeting spaces to maximise the efficiency of space utilisation, and introducing a new Information technology and cybersecurity strategy to allow for this change. The study will analyse the factors that influenced this workplace change such as limitations of space, technology development, and the need for maximising the efficiency of the workplace. It will also analyse the lessons learned from implementing the agile working concept, regarding the role of technology, the social aspects, the business value of this implementation and the relationship between these factors.",,,,,,,,,,,,,,RPS,Conference paper (text)
0c37e9c394c2b36d9e0062da85a17c3d,Using Foursquare data to reveal spatial and temporal patterns in London,Using Foursquare data to reveal spatial and temporal patterns,London,2019,https://discovery.ucl.ac.uk/id/eprint/10085227/1/fcc19_paper_3.pdf,https://discovery.ucl.ac.uk/id/eprint/10085227/1/fcc19_paper_3.pdf,"Vanhoof M, Godoy-Lorite A, Murcio Villanueva R, Iacopini I, Zdanowska N, Raimbault J, Milton R, Arcaute E, Batty M","Iacopo Iacopini, Queen Mary University of London, 51.523, -0.04","Juste Raimbault, Institut des Syste`mes Complexes, (48.8294444, 2.3647222)",Bartlett Centre for Advanced Spatial Analysis,"Understanding the functional structure of contemporary cities can find many applications ranging from urban planning to local governance regarding inequality issues. This exploration is often constrained by the availability of large-scale data at fine spatio-temporal resolution. Longitudinal data, such as the Foursquare data, allow researchers to explore different aspects of the functional structure of cities, such as the role of places and the human mobility that occurs between them. However, never mind their size, this type of data is often incomplete, capturing only parts of the functional city due to the biases in the data collection that might represent a part of the population only. In this paper we explore how Foursquare data can help unveil aspects of the functional structure of London. We explore the spatial pattern of venue locations and visit patterns captured in the Foursquare data. We also touch upon the temporal patterns of these data, as well as the interactions between categories of places (as derived by the semantic information that comes with the venues). Our findings reveal some of the characteristics and limitations of the Foursquare data with regard to investigating the functional structure of London and other cities",,,,,,,,,,,,,,RPS,Conference paper (text)
b4390e776f29bcb458e9437974f539c5,Generating optimal comfort improving design solution with occupancy survey and Multi-Objective Optimization (MOO) technique: a case study for façade retrofit in a post-war office in London,A case study for façade retrofit in a post-war office in London,Central London,2019,https://discovery.ucl.ac.uk/id/eprint/10111638/1/MC2019_Yu_Chuanrui_v2.pdf,https://discovery.ucl.ac.uk/id/eprint/10111638/1/MC2019_Yu_Chuanrui_v2.pdf,"Chuanrui Y, Altamirano H",,,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)]," In a UK post-war open-plan office, occupants experienced discomfort from poorly performing façade. A façade retrofit presented a challenge for resolving potentially conflicting comfort considerations, e.g. large views and glare, with simple installations such as vertical fins. This study identified critical comfort issues and generated an optimized façade design with occupancy survey and multi-objective optimization. Sunlight glare, temperature and stability in winter and summer, and noise from colleagues were identified as key comfort factors, and then parameterized with building simulation programs as optimization objectives. A simple façade design was developed with parametric controls on glazing ratio, shading device, and glazing types. The optimal solution was found to be fully opaque insulation on South and West façades, extensive glazing on the North and East façades, and secondary glazing in all façades. Improvements in the heating system and building envelope was found essential for further thermal comfort improvement.",,,,,,,,,,,,,,RPS,Conference paper (text)
b5ac708f7d1b4d655647b3754fe7fa32,Urban density and energy efficiency in the London Building Stock Model,Urban density and energy efficiency in the London Building Stock Model,London,2020,https://discovery.ucl.ac.uk/id/eprint/10118518/1/EEE2020_Paper_Evans_Stephen.pdf,https://discovery.ucl.ac.uk/id/eprint/10118518/1/EEE2020_Paper_Evans_Stephen.pdf,"Evans S, Godoy Shimizu D, Humphrey D, Steadman P, Ruyssevelt P, Liddiard R",,,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"The London Building Stock Model, commissioned by the Greater London Authority (GLA) contains
 detailed data on every separate domestic and non-domestic building in Greater London. It includes threedimensional information about buildings including their heights, volumes, wall areas, floor areas and the
 distribution of activities between different floors. These data are drawn from University College London Energy
 Institute’s existing 3DStock model of London. Within the model information is attached on the ages of
 buildings, their materials of construction, and (in some cases) their servicing systems. Energy Performance
 Certificates (EPCs) and Display Energy Certificates (DECs) are also attached to premises and dwellings along
 with gas and electricity energy consumption.
 Buildings in London are responsible for over 65% of the total carbon dioxide (CO2) emissions attributed
 to the Greater London region in 2016. Reducing CO2 emissions that can be attributed to buildings is the key
 focus of this work in line with the GLA’s ambition to dramatically reduce these overall CO2 emissions; aiming to
 make London a zero-carbon city by 2050.
 Improving the energy performance of existing buildings has to be a key strategy if the overall CO2
 emissions are to be reduced. Knowing the characteristics and current energy efficiency of the building stock is
 the first step towards reducing direct and indirect CO2 emissions from these buildings. Collecting the data is
 one challenge, but making sense of these huge quantities of data is a bigger challenge. Structuring the data can
 help here and so for this paper we present the evaluation of energy efficiency of buildings in London using
 urban density to aggregate the data. Energy efficiency is measured from both EPCs and energy consumption.
 Some of the existing measures that might influence current energy efficiency are then shown at different levels
 of urban density. Finally, in order to address the improvement of the energy efficiency we quantify the
 ‘potential’ improvements of these buildings (according to the EPC recommendations) and hence the suitability
 of different retrofit solutions, again aggregated by urban density. The results show that energy use intensity
 decreases as urban density increases; that urban density has some influence on existing efficiency measures
 and finally that most of the measures of retrofit potential change with increasing urban density.",,,,,,,,,,,,,,RPS,Conference paper (text)
429097d6d4512081972200280b703dc4,A typology of megaproject client models: Insights from six megaprojects in London,A typology of megaproject client models,London,2020,https://discovery.ucl.ac.uk/id/eprint/10121105/,https://discovery.ucl.ac.uk/id/eprint/10121105/,"Denicol J, Davies A",,,Bartlett School of Sustainable Construction,,,,,,,,,,,,,,,RPS,Conference paper (text)
b59bb628f708e6056a99f284e6aba19d,London calling: World's top acousticians converge on capital for ICSV24,World's top acousticians converge on capital for ICSV24,London,2017,https://www.ioa.org.uk/sites/default/files/Acoustics%20Bulletin%20November-December%202017_0.pdf,https://www.ioa.org.uk/sites/default/files/Acoustics%20Bulletin%20November-December%202017_0.pdf,Kang J,,,"Bartlett School of Environment, Energy and Resources",,,,,,,,,,,,,,,RPS,Conference paper (text)
8c3ec1b1fc0760c2b32bf5870f2e96de,Assessing the Current and Future Risk of Overheating in London’s Care Homes: The Effect of Passive Ventilation,The Current and Future Risk of Overheating in London’s Care Homes,London,2021,https://discovery.ucl.ac.uk/id/eprint/10137961/1/Tsoulou_BS2021_FINAL.pdf,10.26868/25222708.2021.30677,"Tsoulou I, Jain N, Oikonomou E, Petrou G, Howard A, Gupta R, Mavrogianni A, Milojevic A, Wilkinson P, Davies M","Ai Milojevic, London School of Hygiene and Tropical Medicine, 51.5209, -0.1307","Alastair Howard, Oxford Brookes University, (51.7550625, -1.2241875)",[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"The warming climate causes adverse effects on thermal
comfort and health, especially for vulnerable older
adults. This study assesses the current and future risk of
summertime overheating in London’s care homes and
explores the potential of passive ventilation on reducing
these risks. Analysis is based on temperature monitoring
of two care settings and on thermal simulation models of
future conditions with and without passive ventilation
strategies. Results show high overheating exposures for
both care homes, with temperatures averaging 31-35 0C
by 2050. Passive ventilation can substantially reduce
these exposures, but a successful approach depends on
time of day, duration and window characteristics.
Dynamic window opening based on lower outdoor
temperatures and indoor temperature exceedance of 22
0C is the most beneficial approach for both settings now
and in the future. The study demonstrates the
effectiveness of affordable building adaptations for
reducing heat stress in senior care homes.",,,,,,,,,,,,,,RPS,Conference paper (text)
0eeac6aeb7b3ef1f2805ca15b8ac6d3e,Designing the inter-organisational system of megaprojects: Strategies from six infrastructure projects in London,Designing the inter-organisational system of megaprojects,London,2021,https://discovery.ucl.ac.uk/id/eprint/10139757/,https://discovery.ucl.ac.uk/id/eprint/10139757/,"Denicol J, Davies AC",,,Bartlett School of Sustainable Construction,,,,,,,,,,,,,,,RPS,Conference paper (text)
c17ce04db4d75cf5de5576310f9c918f,Rapid energy savings in London's households to mitigate an energy crisis,Energy savings in London's households to mitigate an energy crisis,London,2014,https://www.researchgate.net/publication/316185381_Rapid_energy_savings_in_London's_households_to_mitigate_an_energy_crisis,https://www.researchgate.net/publication/316185381_Rapid_energy_savings_in_London's_households_to_mitigate_an_energy_crisis,"Julien A, Croxford B, Barrett M",,,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"The UK’s natural gas supply is considered secure, but a combination of events could compromise the continuity of supply. Reducing energy demand by implementing rapid energy saving measures has been effective in mitigating many electricity shortages globally to date. This thesis investigates whether similar measures could be effective in the UK in the event of a natural gas shortage, using a case study of London’s households. A mail survey was developed and sent to a sample of 1,600 households in London to investigate which energy saving actions respondents would implement in a gas shortage. The questionnaire suggested a hypothetical scenario, where the media and government asked households to save energy for one month and also included questions about the respondents, their households and their dwellings. The resulting energy savings were subsequently calculated for each household using ‘MESAH’, a computer model developed during this research. This model used energy saving estimates based on a review of literature about household activities that use energy. Using these assumptions, the savings achieved by the different households varied vastly, reaching an overall total of approximately 30% of normal gas and electricity use in January. This result was relatively stable during the winter season. It was however found to be very sensitive to assumptions taken about the energy savings, and whether the respondents implemented actions as stated in the survey. It also found that the different actions proposed had very disparate saving impacts. The savings calculated represent high estimates of energy saving potential, rather than predictions due to uncertainties and limitations in the research. The project identified rapid energy savings as an option for an emergency response, but stressed that this approach should only be taken in extreme situations",,,,,,,,,,,,,,RPS,Conference paper (text)
0917cb3dd603141faeee7b84a728f346,Residential Development and Sustainable Travel Patterns in the London Region 2011-22: The Widening Price Gap for Sustainable Housing,The Widening Price Gap for Sustainable Housing,London,2023,https://discovery.ucl.ac.uk/id/eprint/10178025/,https://discovery.ucl.ac.uk/id/eprint/10178025/,Smith DA,,,Bartlett Centre for Advanced Spatial Analysis,"London’s sustainable planning aims are being affected by acute housing affordability challenges. This paper analyses growth patterns in the London
 region using the new 2021 census data, and tracks progress towards sustainable
 development policy through classifying areas by their degree of travel sustainability. The results show a dual growth trend: within Greater London, planning
 authorities have guided growth towards sustainable development sites on the inner-city fringe. Contrastingly in the wider region, most growth is in car dependent
 semi-rural locations, as many households are priced out of the most accessible
 inner city and outer town centre locations. Overall there is a complex picture
 emerging, with housing affordability problems curbing sustainable planning aims
 at the regional scale, in tandem with post-pandemic changes towards flexible
 working patterns.",,,,,,,,,,,,,,RPS,Conference paper (text)
