UUID,Title,Memory Mapper Title (keywords to identify the project) (should include the research content,Project Location - In London,Spatial Scope,Date,Link,Identification- DOI/URL/ISBN/Reference no.,Authors,London Authors,Other Author (National+International),Department,Abstract,Partners,Partnership Location - In London,Partnership Names,Partnership Coordinates,Partnership,Policy Sources////Citations ( from Overton),Policy source subcategory,Partnership 1,Partnership 2,Partnership 3,Partnership 4,Filter 2 (Themes),Funder 1,Funder 2,Funder 3,Source,Output type,boroughs,geometry
395425ea08fe1c33a54bf77231eb09aa,"Yangyang Liu
Skip Garden Water Filtration Landscape",Skip Garden Water Filtration Landscape,"Canal Reach, Kings Cross redevelopment, London (51.53861448477678,-0.1272050420840043)",Micro,2015,,RA002702/1,bouygues,,,Bartlett School of Architecture,,Jan Katterin Architects; Yangyang Liu,"Jan Kattein Architects (51.537534,-0.091592)",Jan Kattein Architects,"[(51.537534,-0.091592)]",Student Field Trip,,,Collaborators,,,,Design,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Camden'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.127205, 51.538614]]}, ""properties"": {}}"
0a730254cfaf9aca3297e458dad7f5fc,"Ali Conning-Rowland 
Earth Bag Store Room",Earth Bag Store Room,"Canal Reach, Kings Cross redevelopment, London (51.53861448477678,-0.1272050420840043)",Micro,2012,,RA002712/1,,,,Bartlett School of Architecture,,Jan Katterin Architects; Ali Conning-Rowland ,"Jan Kattein Architects (51.537534,-0.091592)",Jan Kattein Architects,"[(51.537534,-0.091592)]",Student Field Trip,,,Collaborators,,,,Design,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Camden'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.127205, 51.538614]]}, ""properties"": {}}"
9b0a22ee43ad900c7a0c4330b3b9f9d7,MSc EDE trip to Cundall office - BENVGEEF: Indoor Air Quality in Buildings,Indoor Air Quality in Buildings,"Cundall, One Carter Ln, London EC4V 5EY (51.512795,-0.098751)",,2017,,RA010323/1,,,,"Bartlett School of Environment, Energy and Resources",,Cundall ,"Cundall, One Carter Ln, London EC4V 5EY (51.512795,-0.098751)",Cundall,"[(51.512795,-0.098751)]",Student Field Trip,,,Collaborators,,,,Sustainability ,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['City of London'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.098751, 51.512795]]}, ""properties"": {}}"
face2e7eb422c95eff79ce0927b508a7,Visit to Here East's biodiverse biosolar roof led by Here East FM manager Nick Wakeling,Visit to Here East's biodiverse biosolar roof ,"Press Centre Here East Dock Office, London E15 2GZ (51.548246,-0.024755)",,2020,,RA033794/1,,,,Bartlett School of Sustainable Construction,,Nick Wakeling (Here East FM manager ),Here East (51°32′50″N 0°01′20″W﻿),,[],Student field trip,,,Collaborators,,,,Design,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Hackney'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.024755, 51.548246]]}, ""properties"": {}}"
420590e9994503313833e644ad7d607b,Understanding Drivers of Indoor Air Quality Performance in London’s Nurseries - the Field Study,Indoor Air Quality Performance Drivers ,"Nell Gwynn Nursery School, SE15 2TT, London (51.476107,-0.063715)
Ann Bernadt Nursery School, SE15 6DT (51.477305,-0.078007)
Pembury House Nursery, N17 9XE (51.598478,-0.066441)",,2020,,RA043625/1,,,,"Bartlett School of Environment, Energy and Resources",,"Nell Gwynn Nursery School
Ann Bernadt Nursery School
Pembury House Nursery","Nell Gwynn Nursery School, SE15 2TT, London (51.476107,-0.063715)
Ann Bernadt Nursery School, SE15 6DT (51.477305,-0.078007)
Pembury House Nursery, N17 9XE (51.598478,-0.066441)",Nell Gwynn Nursery School|Ann Bernadt Nursery School|Pembury House Nursery,"[(51.476107,-0.063715), (51.477305,-0.078007), (51.598478,-0.066441)]",Student field trip,,,Collaborators,,,,Health,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,"['Southwark', 'Haringey']","{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.063715, 51.476107], [-0.078007, 51.477305], [-0.066441, 51.598478]]}, ""properties"": {}}"
a18b305f4d6c8296ee131b85678038ea,Field Trip to Biohm ,Field Trip,"Unit 5A, Juno Way, London, SE14 5RW (51.48308563232422,-0.04527886211872101)",,2021,,RA054778/1,,,,"Bartlett School of Environment, Energy and Resources",,Biohm ,"Unit 5A, Juno Way, London, SE14 5RW (51.48308563232422,-0.04527886211872101)",Biohm,"[(51.48308563232422,-0.04527886211872101)]",Student field trip,,,Collaborators,,,,Design,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Lewisham'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.045279, 51.483086]]}, ""properties"": {}}"
2eefdff84862b1cd902d49a95f76db8c,Field Trip to Wapping Hydraulic Power Station,Field Trip,"Wapping Hydraulic Power Station, London (51.5071091,-0.0520214)",,2021,,RA055016/1,,,,Bartlett School of Architecture,,Wapping Hydraulic Power Station,"25 Wapping Wall, London E1W 3SF, United Kingdom (51.50689697265625,-0.05221803858876228)",Wapping Hydraulic Power Station,"[(51.50689697265625,-0.05221803858876228)]",Student field trip,,,Collaborators,,,,Design,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Tower Hamlets'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.052021, 51.507109]]}, ""properties"": {}}"
6f74ad936e46b26c075af22550c20b0e,Foster and Partners visit,Foster and Partners visit,"Foster and Partners and F+P hub
Riverside, 22 Hester Rd, London SW11 4AN (51.47963,-0.169838)",,2021,,RA055659/1,,,,Bartlett School of Architecture,,Foster and Partners and F+P hub,"Riverside, 22 Hester Rd, London SW11 4AN (51.47963,-0.169838)",Foster+Partners Ltd.,"[(51.47963,-0.169838)]",Student field trip,,,Collaborators,,,,Design,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Wandsworth'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.169838, 51.47963]]}, ""properties"": {}}"
46bfb39948e47bfadec32b3a06832915,MSc L&L Workshop at ERCO Showroom,MSc L&L Workshop at ERCO Showroom,"ERCO Showroom, 38 Dover Street, London W1S 4NL (51.508415,-0.142497)",,2023,,RA083491/1,,,,"Bartlett School of Environment, Energy and Resources",,ERCO ,"51.508415,-0.142497",ERCO,"[(51.508415,-0.142497)]",Workshop,,,Collaborators,,,,Construction and Engineering ,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Westminster'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.142497, 51.508415]]}, ""properties"": {}}"
e9fadade72bbaba01df375cb05d05cb3,Field trip to the Oval Village Development in London by the Berkeley Group,Field trip by the Berkeley Group,"Berkeley Group Site Offices, Oval Village Development, 283 Kennington Ln, London SE11 5QY (51.486203,-0.119346)",,2024,,RA089613/1,,,,Bartlett School of Sustainable Construction,,Berkeley Group,"Berkeley Group Site Offices, Oval Village Development, 283 Kennington Ln, London SE11 5QY (51.486203,-0.119346)",Berkeley Group,"[(51.486203,-0.119346)]",,,,,,,,Design,,,,"RiskNet (received from Pan Joannou (he/him)
Health and Safety Data and Reporting Manager
UCL Safety Services)",,['Lambeth'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.119346, 51.486203]]}, ""properties"": {}}"
10492fe36319ae29d1ec2e5137b11773,Camden Renewal,Camden Renewal,"Camden (51.529397088205016,-0.12424766446852642)",,2020,,,Prof Mariana Mazzucato,,,UCL Institute for Innovation and Public Purpose,Camden Renewal: Grand Challenge And Missions Approach,Camden Council,"51.533481,-0.125043",Camden Council,"[(51.533481,-0.125043)]",,,,Contract Research,,,,,Camden Council,,,HEBCI,,['Camden'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.124248, 51.529397]]}, ""properties"": {}}"
bfaa5295d4905a00dd12d1b8b5b9a84e,Evaluating Here to Help,Evaluating Here to Help,"Hackney Council (51.5441541,-0.0557296)",,2020,,,Prof Rainer Kattel,,,UCL Institute for Innovation and Public Purpose,Contract Research with Hackney Council,Hackney Council,"51.545074462890625,-0.05692468211054802",Hackney Council,"[(51.545074462890625,-0.05692468211054802)]",,,,Contract Research,,,,,Hackney Council,,,HEBCI,,['Hackney'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.05573, 51.544154]]}, ""properties"": {}}"
25e0e373206a45143df0bbe7fd85af09,Analysis using the Greater London Authority 3D Stock Energy Model,GLA 3D Stock Energy Model,London,Macro,2018,,,,,,"Bartlett School of Environment, Energy and Resources",Analysis using the Greater London Authority 3D Stock Energy Model,"Department for Business, Energy and Industrial Strategy","51.4966889,-0.1416589","Department for Business, Energy and Industrial Strategy","[(51.4966889,-0.1416589)]",,,,Consultancy,,,,,,,,HEBCI,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
b5c0a12bb57d9ebcfca064ba12d52b91,Development of a Social Integration Measurement Toolkit for the GLA,Social Integration Measurement Toolkit Development,London,Macro,2019,,,,,,UCL Institute for Global Prosperity,"Development of a Social Integration Measurement Toolkit for the GLA to establish a better understanding of social integration across the city, and in helping to deliver positive change across London’s places and communities.",Partnering Regeneration Development (PRD),"51.503262,-0.09637",Partnering Regeneration Development,"[(51.503262,-0.09637)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
f558f20b7429ebcae84dc04f79040fa2,F34 Collection & Analysis of IAQ Data from 8 Flats in East London during Covid-19 Lockdown Project,IAQ data analysis during Covid-19 Lockdown,"East London (51.5432402,-0.0493621)",Meso,2020,,,,,,"Bartlett School of Environment, Energy and Resources",Consultancy services provided by Dr Farhang Tahmasebi - Project: Collection and analysis of IAQ data from 8 flats in East London during Covid-19 lockdown,Chartered Institution of Building Services Engineers (CIBSE),"51.44258,-0.154379",Chartered Institution of Building Services Engineers,"[(51.44258,-0.154379)]",,,,Consultancy,Research Support ,,,,,,,HEBCI,,['Hackney'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.049362, 51.54324]]}, ""properties"": {}}"
e9600fa0e7e2d81b764b0a5eb2e75c05,Understanding & measuring the value generated by the provision of affordable artists studios in London: the case of Acme's Childers Street Studios,The value of affordable artists studios,London,Macro,2021,,,,,,Bartlett School of Planning,Understanding & measuring the value generated by the provision of affordable artists studios in London: the case of Acme's Childers Street Studios,Acme Studios Ltd,"51.5191467,-0.0358161",Acme Studios Ltd.,"[(51.5191467,-0.0358161)]",,,,Consultancy,Research Support ,,,,,,,HEBCI,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
0e821ff7409da10080a683d653df90c0,LPI longitudinal study: Hackney Wave 1 extension,Hackney Wave 1 extension,"Hackney (51.54496383666992,-0.057547200471162796)",Meso,2021,,,,,,UCL Institute for Global Prosperity,Development of the citizen-led Prosperity Index Longitudinal Survey ,London Borough of Hackney,"51.545074462890625,-0.05692468211054802",Hackney Council,"[(51.545074462890625,-0.05692468211054802)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,['Hackney'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.057547, 51.544964]]}, ""properties"": {}}"
bcba418a706005eaa7f06b59122a7273,LPI longitudinal study: Barking & Dagenham Wave 1 extension,Barking & Dagenham Wave 1 extension,"Barking and Dagenham (51.53624725341797,0.0792360007762909)",,2021,,,,,,UCL Institute for Global Prosperity,Development of the citizen-led Prosperity Index Longitudinal Survey,London Borough of Barking & Dagenham,"51.536015,0.078725",London Borough of Barking & Dagenham,"[(51.536015,0.078725)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,['Barking and Dagenham'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[0.079236, 51.536247]]}, ""properties"": {}}"
67a2e8d758ca0f26f70a4d8cdbd08cde,East Bank Sense Check ,East Bank Sense Check ,"East Bank (51.5411742,-0.0120134)",,2021,,,,,,UCL Institute for Global Prosperity,Undertake a 10-year longitudinal study into prosperity in east London using the prosperity framework developed ,London Legacy Development Corporation,"51.514715,-0.14397",London Legacy Development Corporation,"[(51.514715,-0.14397)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,['Newham'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.012013, 51.541174]]}, ""properties"": {}}"
acb519ea673db879290a556a6fdc02c3,Good Life Euston ,Good Life Euston ,"Euston (51.5282865,-0.1338745)",,2021,,,,,,UCL Institute for Global Prosperity,Development of a citizen-led Prosperity Index and establishment of a Prosperity Board for Euston.,Lendlease Euston Development LLP,"51.518717,-0.173211",Lendlease,"[(51.518717,-0.173211)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,['Camden'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.133875, 51.528287]]}, ""properties"": {}}"
6f7dfcf73ec43fef74cc51c3d058e0c5,LLDC Inclusive Economy Strategy ,LLDC Inclusive Economy Strategy ,,,2022,,,,,,UCL Institute for Global Prosperity,"Development of a narrative to establish a shared definition of inclusive economy in the context of the Queen Elizabeth Olympic Park, Stratford East London ",Partnering Regeneration Development (PRD),"51.503262,-0.09637",Partnering Regeneration Development ,"[(51.503262,-0.09637)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
d24a8b074ef8ed8f807bc70868552e43,Westway Trust Citizen Science programme ,Westway Trust Citizen Science programme ,"Westway Trust (51.518171,-0.208935)",,2022,,,,,,UCL Institute for Global Prosperity,Co-design and delivery of the UCL Citizen Science Academy research and training programme. ,Westway Trust,"51.518171,-0.208935",Westway Trust,"[(51.518171,-0.208935)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,['Kensington and Chelsea'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.208935, 51.518171]]}, ""properties"": {}}"
6a3fef191c0045a10bcb3d3b1dbd974e,Teviot Estate Regeneration ,Teviot Estate Regeneration ,"Teviot Estate (51.5174175,-0.0129443)",,2022,,,,,,UCL Institute for Global Prosperity,Design of study to examine socio-economic impact of regenerating the Teviot Estate ,Teviot Estate Developments LLP ,"51.69087600708008,-0.007902299985289574",Teviot Estate Developments LLP,"[(51.69087600708008,-0.007902299985289574)]",,,,Consultancy,Co-design,,,,,,,HEBCI,,['Tower Hamlets'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.012944, 51.517418]]}, ""properties"": {}}"
397f22d88efaac89bb034408f4c63d7d,Enhancing Sustainable Travel in Regional Cities and Outer Metropolitan Areas,Enhancing Sustainable Travel in Regional Cities and Outer Metropolitan Areas,London,Macro,2024,https://research.vu.nl/en/projects/enhancing-sustainable-travel-in-small-cities-and-outer-metropolit,,"Duncan Smith
Eric Koomen
Tanhua Jin ",,,Bartlett Centre for Advanced Spatial Analysis,"The concept of the 15-minute city was developed for inner city districts in major metropolitan centres, but it is also highly relevant to outer metropolitan areas and smaller towns and cities to foster more sustainable travel behaviour. Yet, the latter areas often have additional sustainability challenges including greater car dependence, struggling local retail centres, disintegrated housing developments and weaker active travel infrastructure. The ENHANCE project is designed to understand the barriers for the application of 15mC principles in outer metropolitan areas and small cities and provide evidence to improve local planning decision-making. This will be achieved through three main tasks:

1. Creating multi-modal composite accessibility indicators that capture progress towards 15-minute city goals and that highlight the degree to which daily travel needs can potentially be fulfilled within local trips.

2. Analysing actual travel behaviour in relation to the 15-minute city objectives to describe the degree to which different societal groups fulfil their daily travel needs by local trips in practice and to understand current barriers to meeting sustainable travel objectives.

3. Develop a modelling environment that allows the development of future scenarios that enhance accessibility by the provision of transport infrastructure, adapting travel behaviour or (re)developing the city.","Prospective Labs
Transport for London
Birkbeck University of London","51.539088,-0.008568
51.5001567804669, -0.13387705732143
51.521891, -0.130359",Prospective Labs|Transport for London|Birkbeck College,"[(51.539088,-0.008568),(51.5001567804669, -0.13387705732143),(51.521891, -0.130359)]",,,,Collaborators,,,,Sustainability ,Economic and Social Research Council (ESRC),,,Worktribe ,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
6c1440ffc03aac06735553f68b4c0821,"SIMETRI
SustaInable Mobility and Equality in mega-ciTy RegIons",SustaInable Mobility and Equality in mega-ciTy RegIons,London,Macro,2019,https://simetri.uk,,"Professor Michael Batty 
Dr Chen Zhong 
Dr Duncan Smith
Dr Qili Gao 
Bowen Zhang
Dr Joana Barros 
Professor Eric Koomen
Professor Qingquan Li 
Professor Yang Yue 
Dr Wei Tu
Professor Anthony G.O. Yeh 
Professor Suhong Zhou ","Dr. Joana Barros ( Department of Geography, Birkbeck)
Dr. Chen Zhong (King's College London)",,Bartlett Centre for Advanced Spatial Analysis,"The 21st century will be dominated by very large urban agglomerations, qualitatively different from those big cities that our contemporary analytical understanding and models of governance are able to handle. The growth of these mega-city regions is heavily influenced by the fusion of existing cities as well as by rapid continental scale migration. This growth is generating severe problems of social segregation, connectivity, mobility, and income inequalities that require new and powerful methods of analytical understanding such as those being developed using real-time ‘big’ data sources and new information technologies. We propose to develop a platform for prediction and urban governance using the Pearl River Delta ‘Greater Bay Area’ mega-city region as a demonstrator, bringing sustainability indicators and simulation models from the Greater London and urban Holland (the Randstad) regions to inform the development of an urban data and simulation platform relevant to designing and testing scenarios for new modes of transport and the alleviation of socio-economic inequalities in the Bay Area. These problems, we believe, will be key mega-city regions during the rest of this century.","Dr. Joana Barros ( Department of Geography, Birkbeck)
Dr. Chen Zhong (King's College London)","51.521891, -0.130359
51.511612,-0.116253",Birkbeck College|King's College London,[],,,,Co-authorship with academic partner(s),,,,,Economic and Social Research Council (ESRC),,,Worktribe ,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
dc0bf05651f8695700fe589647f2bf3a,Colouring London,Colouring London,London,Macro,2018,,,Dr Duncan Smith,,,Bartlett Centre for Advanced Spatial Analysis,"Colouring London is being developed using building footprint data kindly provided by Ordnance Survey and facilitated by the Greater London Authority. Colouring London will provide the first ever public resource, and first port of call, for data on the characteristics of London’s building stock. Its easy-to-use web platform, designed as a reproducible model, will allow information on every London building to be collected, collated, visualised and disseminated. Approximately 12 categories of data will be crowdsourced including building age, use, type size, designation status and rebuild history. The project will also create links with the National Heritage List for England, the Greater London Historic Environment Record, and the “Layers of London” initiative.","Historic England 
Polly Hudson
Tom Russell
Dominic Humphreys
Dr Martin de Jode
Maciej Ziarkowski
Louis Jobst","51.51077,-0.090924",Historic England,"[(51.51077,-0.090924)]",,,,Collaborators,Research Support ,,,,Engineering & Physical Sciences Research Council (EPSRC), UCL Innovation & Enterprise,MacArthur Foundation,Worktribe ,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
46c6d4222dc6c23853e649365615400e,"YOUR.VU.CITY- Developing dataflows between a crowd-sourced, building attribute data platform and 3D rendering for enhanced public engagement in built environment planning",YOUR.VU.CITY,London,Macro,2019,https://gtr.ukri.org/projects?ref=105325,,"VUCITY LIMITED
NEW LONDON ARCHITECTURE LIMITED
Adam Dennett",,,Bartlett Centre for Advanced Spatial Analysis,"""VU.CITY has created the largest, most accurate and truly interactive digital city model, which provides a revolutionary tool for architects, developers, advisors and the public sector.

VU.CITY saves time and money for anyone involved in planning or development and is directly leading to better decision making, with 18 of 33 London councils already using it. Using game engine technology, users can import their own 3D model into VU.CITY to immediately place their proposals in context and test their visual impact. VU.CITY is fast becoming the industry standard method of considering development plans. The presentation of proposals through VU.CITY will speed up and increase engagement in mandatory public consultations and is already helping councillors make better, more informed decisions in planning committee meetings.

Colouring London (CL) is a web based Volunteered Geographic Information (VGI) initiative, designed by the Centre for Advanced Spatial Analysis (CASA), UCL, and created in collaboration with Historic England. Approximately 12 categories of data are being crowdsourced including building age, use, type size, designation status and rebuild history. CL is providing the first ever public resource, and first port of call, for data on the characteristics of London's building stock.

CL is currently limited to 2D maps. The proposed project will develop an API to feed CL data directly into VU.CITY to be visualised in 3D. The project also aims to create an app based version of VU.CITY to work on mobile phones (YOUR.VU.CITY). This will enable members of the public to view proposed developments from their current geographical location. The user will simply point their smart phone in the direction of the proposed development site and it will appear within the screen view. Users will be able to provide feedback on the proposed development through the app. Based on the feedback, developers will be able to revise their proposalst. Similarly, developers will be able to receive suggestions and feedback on mixed-use community development sites from potential end users.","VUCITY LIMITED
NEW LONDON ARCHITECTURE LIMITED","51.505483,-0.114849
51.515568,-0.091634",Vucity Ltd|New London Architecture Ltd.,"[(51.505483,-0.114849),
(51.515568,-0.091634)]",,,,Collaborators,,,,,Innovate UK ,,,Worktribe ,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
ab5142d0c03df2b09ff23f8f22bf27f6,HERCULES – Interaction Between Building Design for Efficiency + Safety of Patients / Staff in the Age of Pandemics,HERCULES,"Moorfields Eye Hospital (51.538239041062425,-0.009951503580372039)",,,https://connected-environments.org/portfolio/hercules/,,"Prof Paul Foster
Prof Kerstin Sailer
Prof Peter Scully
Prof Duncan Wilson
Prof Grant Mills
Dr Anne Symons
Dr Hari Jayaram
Prof Ian Eames
Prof Martin Utley ",,,Bartlett School of Architecture,"Glaucoma and medical retina care at Moorfields consists of several standardised tests that each patient goes through when visiting an outpatient clinic. These include procedures like the standard eye test and photographs taken of the eye to less heard of procedures like the Humphrey Field Analyser and the ORA. What is fundamental about these outpatient clinics is that each patient runs through the same procedures every visit. This means that the patients and the technician running the procedures go through very similar flows and patterns that can be optimised given the right technology and opportunities.  
This is precisely the problem that Project Hercules is attempting to solve. Using the pop-up clinic located at Brent Cross, which is easily reconfigurable and allows multiple different floor plans to be tested, the Project Hercules team aims to build a safer and more efficient clinic. Consenting patient and technician movements will be tracked using highly specialised Ubisense Ultra-Wideband sensors. Monitoring and recording people within a metre, these sensors will provide granular location data, which can be analysed on its own, aggregated to understand problematic areas or to potentially uncover what makes one layout much more efficient than another. In combination with in-person ethnographic observations and measurements of environmental conditions such as CO2 levels, these analyses will be a fundamental part of how future Moorfields Eye Hospital clinics will be designed in the future."," Hari Jayaram (Moorfields Eye Hospital NHS Foundation Trust )
Ubisense","51.527246,-0.089889
52.213171,0.138387",Moorfields Eye Hospital|Ubisense,"[(51.527246,-0.089889),(52.213171,0.138387)]",,,,Co-authorship with charity,Research Support ,,,,Moorfields Eye Charity,,,Worktribe ,,['Newham'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.009952, 51.538239]]}, ""properties"": {}}"
934f212744a2cc7d073dd1aaee832b56,Local authority direct provision of housing round four research,Local authority direct provision of housing,London,Macro,2024,https://www.ucl.ac.uk/bartlett/planning/sites/bartlett_planning/files/local_authority_direct_provision_of_housing_iv_report.pdf,https://www.ucl.ac.uk/bartlett/planning/sites/bartlett_planning/files/local_authority_direct_provision_of_housing_iv_report.pdf,"Janice Morphet
Ben Clifford",,,Bartlett School of Planning,"The research by Professor Ben Clifford and visiting Professor Janice Morphet explores the motivations, means, methods and challenges of local government housebuilding activity, updating the previous research published in 2017, 2019 and 2021.

The new research finds that the vast majority of councils across the country are now directly engaged in housing delivery again but a number of significant challenges have emerged which are preventing this activity being further scaled-up to meet much needed housing, particularly affordable homes.

The research is funded and supported by the National Planning Forum, the Planning Officers' Society, Savills and Willmott Dixon.",Savills,"(51.5165373, -0.1430636)",Savills,"[(51.5165373, -0.1430636)]",,,,Collaborators,,,,Planning and Policy,the Planning Officers' Society,,,Worktribe ,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
ea2f640eaaed851ef7e380c0ee69282f,Trellick and Edenham Community Plan,Trellick and Edenham Community Plan,"Trellick Tower (51.5223412, -0.2074646)",,2024,https://trellicktower.com/develop-trellick,https://trellicktower.com/develop-trellick,Pablo Sendra,,,Bartlett School of Planning,"This piece of research will focus on the participation of local communities on the elaboration of proposals for social housing estate regeneration. Previous research (Sendra, 2018) has shown the lack of genuine participation of residents in estate regeneration, which is often limited to a superficial consultation, to a tokenistic approach, or to voting yes or no to predefined proposals with little resident input. Research has also shown the capacity of residents to self-organise, contest top-down schemes, and propose community-led alternative approaches (Sendra & Fitzpatrick, 2020). The aim of this research project is to co-produce with residents and communities a brief for the regeneration of the Trellick Tower and Cheltenham Estate, which includes how the process should be, how communities should participate in decision-making, how the process should reach the diversity of communities in the area, which are the spaces that people value, what needs to improve, and what kind of development they would want. For achieving these objectives, the project will use a Participatory Action Research approach, where the research outputs are co-produced with the communities affected. Research methods and activities will include co-design workshops, semi-structured interviews, following the progress of the project by a community steering committee, and a public seminar/conference.",Trellick Tower Residents’ Association,"(51.5223412, -0.2074646)",Trellick Tower Resident's Association,"[(51.5223412, -0.2074646)]",,,,Collaborators,,,,Planning and Policy,Museum of London,,,Worktribe ,,['Kensington and Chelsea'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.207465, 51.522341]]}, ""properties"": {}}"
068eb8c3376f93365b4aaffa9202556d,Food Security & Civil Society,Food Security & Civil Society,"London Borough of Barnet (51.6254, -0.1527)",,2022,https://discovery.ucl.ac.uk/id/eprint/10175784/,https://discovery.ucl.ac.uk/id/eprint/10175784/,"Lucy Natarajan
George Grimble
Hyunji Cho
Megan Armstrong
Abi Woodward",,,Bartlett School of Planning,"Findings from an in-depth qualitative investigation of Food Security with people from civil society organisations. A ‘boots on the ground’ perspective, which reveals the concerns about food security, and stakeholder evaluations of what they think needs to be done.",Local participants," (51.6254, -0.1527)"," (51.6254, -0.1527)",,,,,Anonymous Public Engagement ,,,,Health,Barnet London Borough Council,,,Worktribe ,,['Barnet'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.1527, 51.6254]]}, ""properties"": {}}"
